0,0,0
0.025946,0.0028377,0
0.051498,0.0058523,0
0.076658,0.0090418,0
0.10143,0.012404,0
0.12581,0.015938,0
0.14981,0.019641,0
0.17342,0.023511,0
0.19666,0.027547,0
0.21951,0.031746,0
0.24199,0.036107,0
0.26409,0.040627,0
0.28582,0.045305,0
0.30719,0.050138,0
0.32818,0.055125,0
0.34881,0.060264,0
0.36908,0.065551,0
0.38899,0.070987,0
0.40855,0.076568,0
0.42775,0.082292,0
0.44659,0.088157,0
0.46509,0.094162,0
0.48324,0.1003,0
0.50105,0.10658,0
0.51852,0.11299,0
0.53565,0.11953,0
0.55245,0.1262,0
0.56891,0.133,0
0.58504,0.13992,0
0.60085,0.14696,0
0.61633,0.15412,0
0.63149,0.1614,0
0.64634,0.1688,0
0.66087,0.17631,0
0.67509,0.18393,0
0.689,0.19166,0
0.7026,0.1995,0
0.7159,0.20744,0
0.7289,0.21549,0
0.74161,0.22364,0
0.75402,0.23188,0
0.76614,0.24022,0
0.77798,0.24865,0
0.78953,0.25718,0
0.80081,0.26579,0
0.8118,0.27449,0
0.82253,0.28328,0
0.83298,0.29215,0
0.84317,0.30109,0
0.85309,0.31012,0
0.86276,0.31922,0
0.87217,0.32839,0
0.88132,0.33764,0
0.89023,0.34695,0
0.89889,0.35633,0
0.90731,0.36577,0
0.91549,0.37528,0
0.92344,0.38484,0
0.93116,0.39446,0
0.93864,0.40414,0
0.94591,0.41386,0
0.95295,0.42364,0
0.95978,0.43346,0
0.9664,0.44333,0
0.9728,0.45324,0
0.979,0.4632,0
0.985,0.47319,0
0.99081,0.48321,0
0.99642,0.49327,0
1,0.50336,0
1,0.51348,0
1,0.52362,0
1,0.53379,0
1,0.54398,0
1,0.55419,0
1,0.56441,0
1,0.57465,0
1,0.5849,0
1,0.59516,0
1,0.60543,0
1,0.6157,0
1,0.62597,0
1,0.63624,0
1,0.64651,0
1,0.65677,0
1,0.66703,0
1,0.67728,0
1,0.68751,0
1,0.69773,0
1,0.70793,0
1,0.71811,0
1,0.72827,0
1,0.73841,0
1,0.74852,0
1,0.7586,0
1,0.76864,0
1,0.77866,0
1,0.78863,0
1,0.79857,0
1,0.80847,0
1,0.81832,0.00791
1,0.82813,0.025122
1,0.83788,0.042737
1,0.84759,0.060756
1,0.85725,0.079179
1,0.86684,0.098007
1,0.87638,0.11724
1,0.88586,0.13688
1,0.89528,0.15693
1,0.90463,0.17739
1,0.91391,0.19825
1,0.92313,0.21953
1,0.93227,0.24121
1,0.94134,0.2633
1,0.95032,0.2858
1,0.95923,0.30872
1,0.96806,0.33204
1,0.97681,0.35578
1,0.98546,0.37992
1,0.99403,0.40448
1,1,0.42945
1,1,0.45483
1,1,0.48062
1,1,0.50683
